----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ
 1477.32,  768,      0.5,   -11.89,     0.54,    -1.28,     0.25,     0.36

 1483.84,  768,     6.23,    -9.52,    -3.49,     0.47,     0.29,     0.83

 1490.45,  768,    10.78,     1.89,   -11.27,     0.34,     0.31,     0.88

  1497.6,  768,     5.16,     0.30,   -11.99,     1.51,     0.21,     0.48

 1503.65,  768,     0.95,    12.70,   -23.10,     0.88,      0.9,     0.46

 1510.24,  768,    -5.11,    16.44,   -23.75,     1.39,      0.9,     0.68

 1516.92,  768,    -8.39,    -4.55,   -16.61,     0.73,     0.23,     0.94

 1523.52,  768,    -7.61,    -2.59,    -6.49,     0.76,     0.20,     0.66

  1530.4,  768,    -4.64,   -11.45,      4.7,    -1.60,     0.34,      0.7

 1536.67,  768,     5.47,   -10.49,     0.93,    -1.15,     0.26,     0.59

 1543.27,  768,     5.52,   -11.53,     -1.7,     0.23,     0.30,     0.91

 1549.85,  768,      9.2,     9.62,    -8.27,     0.60,     0.34,     0.80

 1556.46,  768,     1.96,     9.39,   -18.88,     1.68,     0.10,      0.6

  1563.6,  768,      3.3,    13.78,   -23.93,     0.84,      0.6,     0.35

 1569.65,  768,    -7.89,     12.0,   -19.40,      1.6,     0.10,     -1.7

 1576.33,  768,    -8.28,    -1.57,     -8.5,     0.93,     0.24,     0.92

 1582.85,  768,    -8.49,   -10.61,    -8.43,     -1.1,     0.16,     0.46

 1589.48,  768,     0.10,   -14.42,     5.38,    -1.56,     0.26,      0.8

 1596.14,  768,     3.14,   -12.12,     0.48,     -1.7,     0.28,     0.64

 1602.68,  768,     6.12,    -4.98,    -7.51,      0.4,     0.26,     0.91

 1609.26,  768,    10.30,     6.60,   -15.35,     0.78,     0.28,     0.70

 1615.89,  768,     3.50,    15.46,   -15.91,      2.8,      0.6,     0.18

 1622.53,  768,    -2.41,    10.74,    -22.1,     0.68,      0.0,     0.75

  1629.6,  768,    -6.78,     15.6,   -22.17,      1.5,     0.15,     0.87

 1635.69,  768,    -7.45,    -7.80,   -12.36,    -1.35,     0.27,     0.89

 1642.35,  768,     -6.4,    -7.34,    -2.86,     0.97,     0.19,     0.45

 1648.86,  768,    -2.59,    -13.2,     5.40,    -1.44,     0.35,     0.19

 1655.49,  768,     7.95,    -7.98,    -2.78,     0.80,     0.29,     0.75

  1662.9,  768,      6.2,    -8.78,    -3.83,     0.18,     0.25,     0.94

 1668.67,  768,     8.40,     12.7,   -10.93,     0.91,     0.27,     0.66

 1675.26,  768,     0.92,    12.72,   -21.55,      2.8,     0.25,     0.12

 1681.94,  768,     1.20,    13.81,   -24.24,     0.49,      0.3,     0.81

 1688.49,  768,    -8.21,     8.42,   -15.93,     0.94,     0.15,     0.89

 1695.10,  768,    -8.65,    -3.13,    -5.26,     -1.4,     0.31,     0.83

 1701.76,  768,    -7.92,    -12.8,    -5.65,    -1.16,     0.14,     0.43

 1708.37,  768,     0.35,   -14.63,     4.68,    -1.52,     0.30,     0.15

 1714.96,  768,     4.27,    -12.7,     0.49,     0.63,     0.16,     0.71

 1721.47,  768,     6.41,    -2.68,     -9.9,     0.20,     0.15,     0.90

  1728.2,  768,     9.70,     7.65,   -16.31,      1.9,     0.23,     0.55

 1734.71,  768,     3.90,    15.52,   -17.85,     1.78,      0.4,     0.18

 1741.38,  768,     -3.7,    11.63,   -22.70,     0.86,      0.0,     0.55

 1747.89,  768,    -6.29,    13.36,    -21.0,     0.55,     0.13,     0.90

 1754.49,  768,    -7.61,    -7.83,   -12.38,    -1.12,     0.26,     0.82

 1761.17,  768,    -5.91,    -9.54,     0.61,    -1.24,      0.6,     0.42

 1767.69,  768,    -2.82,   -13.49,     4.41,    -1.48,     0.26,     0.27

 1774.38,  768,     6.84,    -9.52,    -1.86,     0.65,      0.9,     0.73

 1780.92,  768,     6.84,    -7.59,    -3.94,     0.18,     0.12,     0.94

 1787.50,  768,     6.86,    11.76,    -9.92,      1.2,     0.22,     0.66

 1794.17,  768,      2.0,    13.69,   -22.85,     1.72,      0.3,     0.11

 1800.78,  768,     0.82,    14.89,    -25.5,      1.4,      0.5,     0.52

 1807.30,  768,    -7.83,     7.48,   -15.32,     0.62,     0.13,     0.91

 1813.90,  768,    -8.45,    -1.69,    -6.66,     0.99,     0.21,     0.82

 1820.50,  768,    -2.91,    -13.6,    -4.15,    -1.37,      0.2,     0.35

 1827.13,  768,     0.27,   -14.73,      4.5,    -1.52,     0.22,     0.26

 1833.78,  768,     3.52,   -13.48,     1.55,     0.86,      0.5,     0.77

 1840.31,  768,     7.53,    -1.18,    -10.6,     0.45,      0.8,     0.93

 1846.89,  768,     8.27,     6.17,   -15.32,     1.14,     0.14,     0.62

 1853.59,  768,      5.3,     10.7,   -19.43,     1.63,      0.9,      0.5

 1860.17,  768,    -3.29,    14.43,   -23.75,     1.28,      0.8,     0.56

 1866.80,  768,    -6.38,    10.51,   -19.19,     0.38,      0.1,     0.90

 1873.38,  768,    -7.26,     -7.0,   -13.66,     0.72,      0.7,     0.78

 1879.89,  768,    -5.38,   -11.34,      2.9,    -1.53,     0.11,      0.2

 1886.51,  768,    -2.64,   -13.65,     3.37,    -1.45,      0.8,     0.33

 1893.19,  768,     6.42,   -10.21,    -1.38,     0.75,      0.4,     0.80

 1899.72,  768,     7.97,    -5.22,    -5.77,     0.28,      0.6,     0.91

 1906.32,  768,     4.80,     12.9,   -10.23,     1.51,      0.6,     0.32

 1912.99,  768,     2.35,    15.24,   -24.58,     1.59,     0.13,      0.1

 1919.61,  768,     0.98,     16.4,   -25.44,     1.26,      0.5,     0.60

 1926.18,  768,    -7.94,     3.32,   -11.76,      0.0,      0.2,     0.92

 1932.71,  768,    -8.36,     -2.0,     -6.6,     0.96,      0.8,     0.75

 1939.23,  768,    -1.60,   -14.24,     3.50,    -1.56,     0.10,     0.15

  1946.0,  768,     1.31,   -14.63,     3.23,    -1.51,     0.12,     0.28

 1952.61,  768,     4.19,   -13.43,     1.27,     0.69,      0.4,     0.82

 1959.14,  768,     8.17,     1.69,   -11.45,     0.64,      0.3,     0.90

 1965.72,  768,     6.93,     7.15,   -16.61,     1.39,      0.8,     0.28

 1972.39,  768,      5.3,    16.13,   -21.71,     1.61,     0.13,      0.5

  1979.0,  768,    -4.49,    13.69,   -22.76,     1.21,     0.10,     0.62

 1985.63,  768,    -6.74,     8.92,   -17.65,     0.15,      0.0,     0.91

 1992.19,  768,    -6.74,    -7.90,    -12.6,    -1.12,      0.7,     0.72

 1998.80,  768,    -4.75,    -12.9,     2.51,    -1.57,     0.12,     0.20

 2005.41,  768,    -1.95,   -14.22,     3.74,    -1.39,      0.8,     0.41

  2012.2,  768,      7.2,     -9.2,    -2.42,     0.64,      0.0,     0.84

 2018.46,  768,     7.84,    -4.43,    -6.47,     0.57,      0.4,     0.87

  2025.6,  768,     4.46,    13.24,   -22.28,     1.41,     0.10,     0.44

 2031.83,  768,     1.61,    15.53,   -25.21,     1.61,     0.12,      0.9

 2038.44,  768,    -1.45,    15.84,   -25.42,     1.18,     0.10,     0.66

 2045.12,  768,    -8.22,     2.26,   -22.97,     0.13,      0.0,     0.93

 2051.61,  768,    -8.18,    -2.83,    -5.25,    -1.16,      0.7,     0.71

 2058.22,  768,    -6.96,   -14.51,     0.53,    -1.54,     0.14,      0.0

 2064.81,  768,     1.86,   -14.50,     2.79,    -1.37,      0.7,     0.43

 2071.43,  768,     4.50,   -12.99,     0.95,     0.60,      0.0,     0.86

 2077.93,  768,      8.3,     2.40,   -12.24,     0.62,      0.4,     0.86

 2084.48,  768,     6.75,      8.4,   -17.51,     1.42,      0.8,     0.42

 2091.15,  768,     4.60,    15.51,   -22.25,     1.59,     0.12,     0.20

 2097.84,  768,    -4.76,     13.8,   -22.18,     1.11,      0.7,     0.67

 2104.44,  768,    -6.87,     8.68,   -17.30,     0.13,      0.1,     0.93

  2111.3,  768,    -6.63,    -8.60,   -11.30,     0.93,      0.6,     0.77

 2117.56,  768,    -4.52,   -12.38,     2.74,    -1.57,     0.12,     0.18

 2124.24,  768,    -1.59,   -14.23,     3.57,    -1.17,     0.10,     0.44

 2130.91,  768,     6.93,    -8.82,    -2.53,     0.71,      0.3,     0.81

 2137.37,  768,     8.16,    -3.69,    -6.96,     0.47,      0.6,     0.89

 2143.94,  768,     4.29,    13.24,   -11.61,     1.41,     0.10,     0.43

 2150.66,  768,     1.44,    15.72,   -25.28,     1.62,     0.13,     0.10

 2157.34,  768,    -1.63,    15.62,   -25.23,     1.11,      0.8,     0.66

 2163.87,  768,    -8.27,     2.27,   -10.51,     0.14,      0.0,     0.92

 2170.43,  768,    -8.18,    -3.16,     -5.4,     -1.6,      0.7,     0.70

 2176.98,  768,     0.76,   -14.52,     0.49,    -1.56,     0.10,     0.17

 2183.57,  768,     1.90,   -14.50,     2.88,    -1.38,     0.11,     0.45

 2190.24,  768,     4.53,   -12.94,     0.94,     0.59,      0.7,     0.87

