----time, Mpow,     accX,     accY,     accZ,    gyroX,    gyroY,    gyroZ
 1893.24,  768,   -12.94,     5.19,   -22.25,      1.2,     0.32,     2.29

 1899.84,  768,    -6.87,    13.21,    -21.8,     0.88,     0.36,     0.94

 1906.34,  768,     1.49,    -8.90,     0.40,    -1.69,     0.15,     0.86

 1912.86,  768,    -3.57,   -18.71,     0.64,    -2.50,     0.13,     2.91

 1919.55,  768,    -2.13,    -9.25,    -7.55,     0.92,     0.16,     3.33

 1926.15,  768,    13.62,     5.37,     0.91,      1.6,     0.47,     1.89

 1932.76,  768,    11.32,    -2.17,    -9.53,     0.34,     0.21,     2.63

 1939.36,  768,    -9.73,     4.89,   -21.79,     1.55,     0.54,     2.26

  1946.4,  768,     -1.4,    22.83,   -15.53,      2.2,     0.33,     0.69

 1952.63,  768,     3.61,    -3.19,    -16.5,     0.47,     0.68,     0.45

  1959.9,  768,    -8.17,    -14.2,    -2.70,    -2.28,      0.8,      2.0

 1965.76,  768,   -15.46,    -20.8,    -8.43,    -1.45,     0.45,     2.49

 1972.45,  768,    13.49,    -3.21,     10.6,     0.10,      0.2,     1.79

 1978.96,  768,     9.82,    -8.87,    -6.98,     0.19,     0.11,     2.82

 1985.58,  768,     0.24,     3.47,   -15.80,     0.78,     0.10,     2.70

 1992.18,  768,     0.48,    27.53,   -14.57,     2.50,     0.38,     0.77

 1998.78,  768,     1.14,    17.81,   -20.58,     0.25,     0.28,     0.13

 2005.36,  768,   -13.40,   -14.92,     -9.8,    -1.72,     0.36,     1.57

  2012.6,  768,   -10.51,     -7.5,    -5.24,     0.50,     0.19,     1.61

 2018.59,  768,     4.85,     -6.3,     8.68,     0.86,      0.5,     1.43

 2025.16,  768,     6.38,   -12.66,    -6.50,     0.93,     0.24,     2.81

 2031.77,  768,     0.74,    -6.75,   -17.12,     0.28,     0.10,     2.88

 2038.37,  768,     3.90,    22.78,    -5.37,     2.60,     0.33,     0.59

 2044.98,  768,     0.82,    13.65,   -22.10,     0.52,     0.14,     0.38

 2051.51,  768,    -9.99,      9.5,   -21.79,      0.0,     0.59,     1.20

 2058.12,  768,    -6.27,    -2.26,    -7.94,      0.3,      0.9,     0.63

 2064.69,  768,     2.78,    -7.82,     5.22,    -1.48,     0.11,     0.64

 2071.36,  768,     3.85,   -15.30,     0.61,    -1.72,     0.36,     2.21

 2077.98,  768,     0.36,   -12.54,   -17.78,     0.58,      0.7,     2.81

 2084.58,  768,     8.11,    12.56,    -1.21,     2.49,     0.36,     0.85

 2091.20,  768,     4.22,    12.62,    -21.1,     0.82,      0.5,     0.73

 2097.71,  768,    -9.48,      8.7,   -19.41,     0.85,     0.45,     1.32

 2104.37,  768,    -9.26,      7.8,    -27.1,     0.79,     0.26,     0.24

 2110.91,  768,     0.65,    -4.84,     1.60,    -1.11,      0.3,     0.16

 2117.52,  768,    -2.16,   -16.47,    -1.44,    -2.35,      0.9,     1.64

 2124.23,  768,    -3.40,   -16.60,    -2.86,     0.99,     0.24,     2.61

 2130.89,  768,    11.26,     6.18,     2.39,     1.15,     0.12,     1.56

 2137.49,  768,    13.70,     0.51,    -7.24,     0.99,     0.55,     1.72

 2143.99,  768,    -6.43,     4.62,   -19.72,     1.19,     0.52,     1.69

 2150.69,  768,    -3.72,    14.69,   -23.49,     1.67,     0.18,     0.49

 2157.28,  768,     2.20,     2.99,   -13.62,     0.31,     0.41,     0.78

 2163.79,  768,    -5.76,   -12.32,    -4.17,    -2.10,     0.16,     0.93

 2170.41,  768,   -14.56,   -19.37,    -9.30,    -1.90,     0.40,     1.89

 2177.16,  768,     9.91,     0.44,     5.79,     0.21,     0.14,     1.16

